url,title,description,image_url
https://www.jumia.com.eg/ar/catalog/?q=blouse,,شميز حريمي أبيض ساده فورمال236.00 جنيه295.00 جنيه20%4.3 out of 5(167),"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
